path,bytes,status,err_row,err_col,err_kind,inner_row,inner_col,snippet,inner_snippet
fasmg/x86/include/cpu/p6.inc,1780,ok,,,,,,,
fasmg/x86/include/cpu/x64.inc,90187,ok,,,,,,,
fasmg/x86/include/encoding/utf8.inc,3133,ok,,,,,,,
fasmg/x86/include/encoding/win1250.inc,2022,ok,,,,,,,
fasmg/x86/include/encoding/win1251.inc,1735,ok,,,,,,,
fasmg/x86/include/encoding/win1252.inc,1549,ok,,,,,,,
fasmg/x86/include/encoding/win1253.inc,1693,ok,,,,,,,
fasmg/x86/include/encoding/win1254.inc,1760,ok,,,,,,,
fasmg/x86/include/encoding/win1255.inc,1971,ok,,,,,,,
fasmg/x86/include/encoding/win1256.inc,2041,ok,,,,,,,
fasmg/x86/include/encoding/win1257.inc,2001,ok,,,,,,,
fasmg/x86/include/encoding/win1258.inc,2011,ok,,,,,,,
fasmg/x86/include/encoding/win874.inc,1488,ok,,,,,,,
fasmg/x86/include/equates/comctl32.inc,44470,ok,,,,,,,
fasmg/x86/include/equates/comctl64.inc,44742,ok,,,,,,,
fasmg/x86/include/equates/comdlg32.inc,9755,ok,,,,,,,
fasmg/x86/include/equates/comdlg64.inc,8502,ok,,,,,,,
fasmg/x86/include/equates/gdi32.inc,9017,ok,,,,,,,
fasmg/x86/include/equates/gdi64.inc,9039,ok,,,,,,,
fasmg/x86/include/equates/kernel32.inc,21781,ok,,,,,,,
fasmg/x86/include/equates/kernel64.inc,21661,ok,,,,,,,
fasmg/x86/include/equates/shell32.inc,3271,ok,,,,,,,
fasmg/x86/include/equates/shell64.inc,3336,ok,,,,,,,
fasmg/x86/include/equates/user32.inc,41840,ok,,,,,,,
fasmg/x86/include/equates/user64.inc,42093,ok,,,,,,,
fasmg/x86/include/equates/wsock32.inc,2199,ok,,,,,,,
fasmg/x86/include/format/coff.inc,11382,ok,,,,,,,
fasmg/x86/include/format/coffms.inc,25200,ok,,,,,,,
fasmg/x86/include/format/elf32.inc,18103,ok,,,,,,,
fasmg/x86/include/format/elf64.inc,19293,ok,,,,,,,
fasmg/x86/include/format/elfexe.inc,7103,ok,,,,,,,
fasmg/x86/include/format/format.inc,10534,ok,,,,,,,
fasmg/x86/include/format/macho.inc,28786,ok,,,,,,,
fasmg/x86/include/format/mz.inc,5087,ok,,,,,,,
fasmg/x86/include/format/pe.inc,31136,ok,,,,,,,
fasmg/x86/include/macro/@@.inc,149,ok,,,,,,,
fasmg/x86/include/macro/com32.inc,1009,ok,,,,,,,
fasmg/x86/include/macro/com64.inc,964,ok,,,,,,,
fasmg/x86/include/macro/export.inc,1377,ok,,,,,,,
fasmg/x86/include/macro/if.inc,5246,fail,110,3,ERROR,110,17,current equ (,current equ (
fasmg/x86/include/macro/import32.inc,1195,ok,,,,,,,
fasmg/x86/include/macro/import64.inc,1211,ok,,,,,,,
fasmg/x86/include/macro/proc32.inc,7642,ok,,,,,,,
fasmg/x86/include/macro/proc64.inc,10738,ok,,,,,,,
fasmg/x86/include/macro/resource.inc,6969,ok,,,,,,,
fasmg/x86/include/macro/struct.inc,9598,ok,,,,,,,
fasmg/x86/include/pcount/advapi32.inc,9128,ok,,,,,,,
fasmg/x86/include/pcount/comctl32.inc,1774,ok,,,,,,,
fasmg/x86/include/pcount/comdlg32.inc,350,ok,,,,,,,
fasmg/x86/include/pcount/gdi32.inc,6944,ok,,,,,,,
fasmg/x86/include/pcount/kernel32.inc,13347,ok,,,,,,,
fasmg/x86/include/pcount/shell32.inc,1581,ok,,,,,,,
fasmg/x86/include/pcount/user32.inc,10552,ok,,,,,,,
fasmg/x86/include/pcount/wsock32.inc,1358,ok,,,,,,,
fasmg/x86/include/win32a.inc,713,ok,,,,,,,
fasmg/x86/include/win32ax.inc,1129,ok,,,,,,,
fasmg/x86/include/win32axp.inc,810,ok,,,,,,,
fasmg/x86/include/win32w.inc,713,ok,,,,,,,
fasmg/x86/include/win32wx.inc,1129,ok,,,,,,,
fasmg/x86/include/win32wxp.inc,810,ok,,,,,,,
fasmg/x86/include/win64a.inc,742,ok,,,,,,,
fasmg/x86/include/win64ax.inc,1236,ok,,,,,,,
fasmg/x86/include/win64axp.inc,810,ok,,,,,,,
fasmg/x86/include/win64w.inc,742,ok,,,,,,,
fasmg/x86/include/win64wx.inc,1236,ok,,,,,,,
fasmg/x86/include/win64wxp.inc,810,ok,,,,,,,
fasmg/x86/projects/calculator/calculator.asm,6571,ok,,,,,,,
fasmg/x86/projects/challenger/challenger.asm,42122,ok,,,,,,,
fasmg/x86/projects/tetros/tetros.asm,4988,ok,,,,,,,
